Campaign,Chapter,Guid,Description,Container,Stage,X,Y,Z,Pitch,Yaw,Roll,Tags,Include,Exclude,Events
Ethan,1,bd3288ac-5646-4290-9603-5052e2a88721,Green Herb x1,,40200,0,0,0,0,0,0,,,,
Ethan,1,ee42961c-2da1-4131-ba37-91909c46180e,Red Herb x1,,40200,0,0,0,0,0,0,,,,
Ethan,1,bb6ad758-09a8-4953-9ea6-efef58d02fe8,Hand Grenade x1,,40210,0,0,0,0,0,0,,,,
Ethan,1,36416bae-5da5-494c-bece-e5ff7cbbbf9e,Hand Grenade x1,,40211,0,0,0,0,0,0,,,,
Ethan,1,55c55c23-73c5-4c4f-9e9e-bbc45347edd0,Handgun Ammo x10,,40210,0,0,0,0,0,0,,,,
Ethan,1,196a3dbd-92f6-4280-a46e-7df9c5ea52fc,First Aid Spray x1,,40210,0,0,0,0,0,0,,,,
Ethan,1,a0780a23-5252-4334-9d76-5a2f69a1998c,Ruby x1,,40200,0,0,0,0,0,0,,,,
Ethan,1,0f392d46-1b87-4bbe-aa1e-e855df4eeb7f,W-870 x5,display,40210,0,0,0,0,0,0,,treasure weapon,,
Ethan,1,64c086ca-b513-4e15-9076-8064d5dc758b,Velvet Blue x1,,40210,0,0,0,0,0,0,,,,
Ethan,5,a944127e-273f-4538-819a-9ec5253a9c7f,Elegant Bangle x1,ashley,40200,0,0,0,0,0,0,,,,
Ethan,1,4526972b-c59e-4030-9a36-b0e79d2babec,Ornate Necklace x1,,40200,0,0,0,0,0,0,dlc,,,
Ethan,1,5146332b-4869-4271-840b-ccfa61814e3b,Silver Token x1,,40200,0,0,0,0,0,0,dlc,,,
Ethan,1,fc404c8c-dab8-47a1-b819-2bf811d8b10b,First Aid Spray x1,,40213,0,0,0,0,0,0,,,,
Ethan,1,853f288f-987c-487f-bbc2-e52ac167f827,Velvet Blue x1,,40213,0,0,0,0,0,0,,,,
Ethan,1,c58965fd-0c42-4bd4-9001-af81a1b72bdb,Shotgun Shells x3,,40213,0,0,0,0,0,0,,,,
Ethan,1,b36ba889-edc9-4e0a-9d4b-d3f27c050770,Yellow Herb x1,,43310,0,0,0,0,0,0,,,,
Ethan,1,8614deed-5f77-4254-a9bc-b69d6f8535f8,Green Herb x1,,43300,0,0,0,0,0,0,,,,
Ethan,1,37763e1e-4078-48ef-be29-8f5aa6fbbd73,Hand Grenade x1,,43300,0,0,0,0,0,0,,,,
Ethan,1,afc7f1fc-9dd2-4cef-a4a8-f0b83bddcb3a,Handgun Ammo x10,,43310,0,0,0,0,0,0,,,,
Ethan,1,4f1ca0b3-788f-4408-8b53-674a8be40966,Ruby x1,,43310,0,0,0,0,0,0,,,,
Ethan,1,985a7399-be65-469c-935c-e776e34da13d,Wooden Cog x1,,43310,0,0,0,0,0,0,preserve,,,
Ethan,1,07b4f8f5-1ada-46aa-83fb-53d8fc78462f,Kitchen Knife x1,,43310,0,0,0,0,0,0,,,,
Ethan,1,c3b42a1b-f8d7-480f-9448-e47dab4e37b0,Shotgun Shells x3,,43310,0,0,0,0,0,0,,,,
Ethan,1,11bbd6e5-34d3-48a6-8227-3bbdec3d3b97,Shotgun Shells x3,,43411,0,0,0,0,0,0,,,,
Ethan,1,8eee05a5-29b2-477d-afcf-f7046857d74a,Resources (Small) x1,,43400,0,0,0,0,0,0,,,,
Ethan,1,0ff7851a-ef8b-4d1c-afc8-58d96b4301fd,Gunpowder x3,,43400,0,0,0,0,0,0,,,,
Ethan,1,51e266d7-b077-4dba-8544-805b658fdbac,Green Herb x1,,43500,0,0,0,0,0,0,,,,
Ethan,1,61bda369-c7b0-46f5-81d9-b56825d1527b,Small Key x1,,43500,0,0,0,0,0,0,,,,
Ethan,1,47ea5d75-1530-4634-a5c4-d002180ec9d1,Handgun Ammo x5,,43400,0,0,0,0,0,0,,,,
Ethan,1,17737610-ae41-4873-a03e-fe375a8f6eac,Flagon x1,chest,43300,0,0,0,0,0,0,,treasure,,
Ethan,4,20fdbe51-1286-4cc2-bf55-b4b267647900,Pearl Bangle x1,key,43400,0,0,0,0,0,0,,treasure,,
Ethan,4,6b18f016-6936-492a-93d2-0881695a5679,Gold Bar x1,smallkey,43410,0,0,0,0,0,0,,treasure weapon,,
Ethan,4,d9d70aa6-477f-4612-a330-05724f036e2b,Red Gemstone Ring x1,long,43410,0,0,0,0,0,0,,treasure,,
Ethan,5,f0b5b9ec-d5c6-4dac-9af1-9f28ce642224,Antique Pipe x1,key,43300,0,0,0,0,0,0,,treasure,,
Ethan,1,eae69f78-a6e7-4f67-8f60-5b6416b4dc21,Pearl Pendant x1,,43300,0,0,0,0,0,0,preserve,,,
Ethan,1,0b2c70a3-c8c0-4d50-a1d7-0a4c52aaa360,Dirty Pearl Pendant x1,,43300,0,0,0,0,0,0,preserve,,,
Ethan,1,63b02474-6c38-42e3-8b7d-1949474e03dd,Sapphire x1,,43400,0,0,0,0,0,0,dlc,,,
Ethan,1,620a0568-77d4-45af-bbfe-05c2120bf5f9,Spinel x1,,43400,0,0,0,0,0,0,dlc,,,
Ethan,2,d76a84b6-357a-4161-9cb4-07aeaa0784b2,Kitchen Knife x1,,44210,0,0,0,0,0,0,,,,
Ethan,2,c1b74064-47c1-4a79-87b7-e13ee52a5e2d,"Ch2 start, first green herb",,44410,0,0,0,0,0,0,preserve,,,
Ethan,2,4dac66e5-0955-4134-b3d5-fcd5155c12af,"Ch2 start, first kitchen knife",,44410,0,0,0,0,0,0,preserve,,,
Ethan,2,9cf6b97f-88d6-4e45-b5cb-8ece96912695,Rifle Ammo x5,,44200,0,0,0,0,0,0,,,,
Ethan,2,8efda643-e482-4c90-895e-b7590bad2d6a,Rifle Ammo x5,,44410,0,0,0,0,0,0,,,,
Ethan,2,efb0612e-73d2-49ac-ab40-d6d70c4156a1,Yellow Herb x1,,44400,0,0,0,0,0,0,,,,
Ethan,2,d0644c83-84cd-4507-8201-f214ccc54999,Flash Grenade x1,,44400,0,0,0,0,0,0,,,,
Ethan,2,f030283e-0e14-4b3f-a32d-b032216be8f9,First Aid Spray x1,,44400,0,0,0,0,0,0,,,,
Ethan,2,8195486a-1cbb-4799-9a24-33c6397b90dc,Hexagonal Emblem x1,,44400,0,0,0,0,0,0,preserve,,,
Ethan,2,d31cc7cc-20da-4186-8773-52a78d1cafb3,Handgun Ammo x10,,44210,0,0,0,0,0,0,,,weapon,
Ethan,2,7aec4068-e2a7-4dcb-a933-72ae5c4bdaea,Small Key x1,,44400,0,0,0,0,0,0,,treasure,,
Ethan,2,096abb59-2dad-47cc-b34d-944fc464d393,Hand Grenade x1,,44110,0,0,0,0,0,0,,,,
Ethan,2,2c317553-d2b0-4a76-8672-0b6f6ac02e61,Hand Grenade x1,,44101,0,0,0,0,0,0,,,,
Ethan,2,6748ca28-8375-47f1-b6c7-c5136f7cb1ef,Pesetas x1000,,44110,0,0,0,0,0,0,,,,
Ethan,2,1b0416d4-4f5e-4399-8fdf-6239f28571b3,Insignia Key x1,,44110,0,0,0,0,0,0,preserve,,,
Ethan,2,680e5dc3-e7c5-41ec-aa8d-b7656e807e48,Brown Chicken Egg x1,,44110,0,0,0,0,0,0,,,,
Ethan,2,942a6929-e447-45cf-81f0-b6cd7caccb6a,Gunpowder x3,,44110,0,0,0,0,0,0,,,,
Ethan,2,36ead06d-abe4-45ae-ac9e-bc14bf135a97,Resource (Large) x1,,44201,0,0,0,0,0,0,,,,
Ethan,2,5a8888c1-b60f-43b4-b0b2-2362ae156fcf,Handgun Ammo x10,,44201,0,0,0,0,0,0,,,,
Ethan,2,7cf403d5-2ecc-4464-b2c7-e386b842d37c,Green Herb x1,,44101,0,0,0,0,0,0,,,,
Ethan,2,648d1ae2-8085-4e1e-a2f3-a7cd569927dd,Handgun Ammo x4,,44110,0,0,0,0,0,0,,,,
Ethan,2,422c2430-972b-4ea5-bca1-c3600e00b63e,Yellow Herb x1,,44110,0,0,0,0,0,0,,,,
Ethan,2,94397035-0f4a-487c-a43b-55879f83e064,Small Key x1,,44110,0,0,0,0,0,0,,treasure,,
Ethan,2,c3359c6d-7d17-4511-94bf-835b8754030e,Red Herb x1,,44110,0,0,0,0,0,0,,,,
Ethan,2,6b8764f9-f244-47c8-a400-00cafa0b9f04,Ruby x1,chest,44400,0,0,0,0,0,0,,treasure,,
Ethan,2,37260eb3-5c06-4a54-a57c-eed762c05413,Ruby x1,,44110,0,0,0,0,0,0,,,,
Ethan,2,5ed77469-09e3-4d81-8e7a-ab955bf970eb,Sapphire x1,,44101,0,0,0,0,0,0,,,,
Ethan,2,b661a20b-a5a7-41cf-981e-aaba42f5d117,Sapphire x1,chest,44201,0,0,0,0,0,0,,,,
Ethan,2,43e29273-5995-4654-ac40-dcc6082a50bd,Elegant Mask x1,smallkey,44210,0,0,0,0,0,0,,treasure weapon,,
Ethan,2,768028fb-e4d9-4c4c-ac8e-eae41a39e76f,Sapphire x1,,44210,0,0,0,0,0,0,,treasure,,
Ethan,5,a528b618-89e2-4880-a4f8-43ed01caffa0,Antique Camera x1,ashley,44110,0,0,0,0,0,0,,,,
Ethan,2,30724ff0-7d92-466e-bfa4-f922a5e1b66c,Pearl Pendant x1,,44101,0,0,0,0,0,0,preserve,,,
Ethan,2,3d2dca0e-94d4-4fbf-93dc-f26cc69afb6e,Dirty Pearl Pendant x1,,44101,0,0,0,0,0,0,preserve,,,
Ethan,2,7d70e2e9-44fa-4bd3-8373-835dbf0c7b40,Spinel x1,,44400,0,0,0,0,0,0,dlc,,,
Ethan,2,ce9baef9-fdb9-4c71-ace1-d4f70c2c7b3d,Alexandrite x1,,44201,0,0,0,0,0,0,dlc,,,
Ethan,3,0d458d18-24f9-432e-af9f-1cc565bc4105,Hand Grenade x1,,45400,0,0,0,0,0,0,,,,
Ethan,3,b2b06366-c556-402c-b31c-47f521488b8b,Bolts x5,,45401,0,0,0,0,0,0,,,,
Ethan,5,f610a292-1256-436b-bf7f-9e74baa879ed,Attachable Mines x5,,45401,0,0,0,0,0,0,,,,
Ethan,3,89c7a0d8-cd65-4b80-a770-0ce0caa994f7,Small Key x1,,45401,0,0,0,0,0,0,,treasure,,
Ethan,3,dbcfdcb8-9de7-473e-99c4-a6d95a2b31ac,Green Herb x1,,45401,0,0,0,0,0,0,,,,
Ethan,3,fc4a6bdd-20f7-471b-a1f9-acfb6291578e,Submachine Gun Ammo x30,,45401,0,0,0,0,0,0,,,,
Ethan,3,3909672c-958f-4280-81ca-8840d352341f,Handgun Ammo x15,,45401,0,0,0,0,0,0,,,,
Ethan,3,033c3874-eecc-49f6-8d00-5511c197f4ef,Handgun Ammo x10,,45302,0,0,0,0,0,0,,,,
Ethan,3,705a8224-a6f4-45df-9dd4-a05b654d83be,Resources (Small) x1,,45303,0,0,0,0,0,0,,,,
Ethan,3,47561ff7-a66f-4b91-806d-32eae4f7e8c8,Velvet Blue x1,,45302,0,0,0,0,0,0,,,,
Ethan,3,f1354d9f-36a8-45f5-96e3-8af77f21f637,Boat Fuel x1,,45410,0,0,0,0,0,0,preserve,,,
Ethan,3,eb20fe6c-a7d3-4244-88bc-8c7ded34db15,Rifle Ammo x4,,45400,0,0,0,0,0,0,,,,
Ethan,3,beea1fb2-9686-4a4a-8c90-5ae1b27cddf9,Small Key x1,,45400,0,0,0,0,0,0,,treasure,,
Ethan,3,aaa3d858-0c03-4c97-8e4f-940b19d37b67,Hexagon Piece B x1,,45400,0,0,0,0,0,0,preserve,,,
Ethan,3,432bb9a4-c9ea-4340-b0d9-6b91b54f6221,Chicken Egg x1,,45410,0,0,0,0,0,0,,,,
Ethan,3,d9d7ae27-f6ca-44bb-bc1d-31e2d10f23b0,Shotgun Shells x3,,45400,0,0,0,0,0,0,,,,
Ethan,3,f154c8b4-2f9a-4845-93bc-0af7dcb67e06,Rifle Ammo x3,,45100,0,0,0,0,0,0,,,,
Ethan,3,bc3fb2b3-369e-4ef5-bd49-bb514b995cf9,Handgun Ammo x10,,45200,0,0,0,0,0,0,,,,
Ethan,3,01c70b00-cad3-44ba-8c5f-aff487acc610,Resources (Small) x1,,45200,0,0,0,0,0,0,,,,
Ethan,3,49910003-c896-4c5e-acb8-3d231b3ef918,Chicken Egg x1,,45200,0,0,0,0,0,0,,,,
Ethan,3,c6f99736-77e1-454b-b0d3-cc8a1cb121b2,Flash Grenade x1,,45210,0,0,0,0,0,0,,,,
Ethan,3,62c6da2f-cf29-4ed0-aa53-fb5064dd2441,Resource (Large) x1,,45200,0,0,0,0,0,0,,,,
Ethan,3,2755ebe4-80cb-4a1c-b222-dfab116d73bd,Blue Dial x1,,45401,0,0,0,0,0,0,preserve,,,
Ethan,3,77df8e41-2a23-4e64-876f-a981a0765357,Hand Grenade x1,,45300,0,0,0,0,0,0,,,,
Ethan,3,ca7c0a7b-45c0-458e-969e-c2f1cea651c3,Gunpowder x3,,45300,0,0,0,0,0,0,,,,
Ethan,3,0d3094ff-23fd-4415-be8e-86a3912bdd32,Yellow Herb x1,,45500,0,0,0,0,0,0,,,,
Ethan,3,a48703e6-8f6e-463f-8b3d-e732db281b7a,Kitchen Knife x1,,45500,0,0,0,0,0,0,,,,
Ethan,3,56f1673f-5db8-4a1e-84bc-22fbcd733064,Emerald x1,,45200,0,0,0,0,0,0,dlc,,,
Ethan,4,56c6e2fb-6485-402a-bf4e-8dc7dac0f63b,Depraved Idol x1,multikey,45500,0,0,0,0,0,0,,treasure weapon,,
Ethan,3,1f5c91ce-4726-4dde-9a88-65cdcb05df55,Red Gemstone Ring x1,,45200,0,0,0,0,0,0,dlc,,,
Ethan,3,01d18f77-12d2-4c30-9758-676897c031e0,Ruby x1,,45302,0,0,0,0,0,0,,,,
Ethan,3,5eec4331-ab42-4a19-a379-77138517e693,Elegant Headdress x1,chest,45200,0,0,0,0,0,0,,treasure,,
Ethan,3,0c0f0d4b-177c-48c8-9958-702ed8a666f7,Yellow Diamond x1,smallkey,45401,0,0,0,0,0,0,,treasure weapon,,
Ethan,3,67a3014c-6aec-4999-9267-b4ceaa33b532,Antique Pipe x1,chest,45400,0,0,0,0,0,0,,treasure,,
Ethan,3,eb597315-f2b7-4f58-8c8a-ccaace88db81,Alexandrite x1,,45300,0,0,0,0,0,0,,,,
Ethan,4,69dbbc93-9e38-4b49-82cf-d8a78cd67805,Butterfly Lamp x1,key,45303,0,0,0,0,0,0,,treasure,,
Ethan,5,151a4801-d98b-4eec-b0b1-884b64f9f5c2,Yellow Diamond x1,,45401,0,0,0,0,0,0,,,,
Ethan,3,228db5bc-9b12-4496-8aa9-6d321214b8e0,Silver Token x1,,45410,0,0,0,0,0,0,dlc,,,
Ethan,5,98fdec48-9bf2-4dc5-b41b-5bc7a3f8cf40,Wellington x1,,45401,0,0,0,0,0,0,dlc,,,
Ethan,3,53f24a6c-d17f-4ec0-a5c9-26fa93a2065c,Gold Token x1,,45401,0,0,0,0,0,0,dlc,,,
Ethan,4,66a6f356-f6e6-4fdb-b636-a55d052d8212,Gold Chicken Egg x1,bawk,46100,0,0,0,0,0,0,,,,
Ethan,3,ab59a893-2379-4430-a9d1-dca64ee695d9,Chicken Egg x1,,46100,0,0,0,0,0,0,,,,
Ethan,3,63b5e0c4-bebe-45c9-a593-b0a8d9eb2523,Chicken Egg x1,,46100,0,0,0,0,0,0,,,,
Ethan,3,c73d9241-262f-41e0-a948-3181a74666ef,Brown Chicken Egg x1,,46100,0,0,0,0,0,0,,,,
Ethan,3,8abf1ac0-ad4f-49f6-91f4-4512f8da1a33,Red Herb x1,,46100,0,0,0,0,0,0,,,,
Ethan,3,f1d60034-62bc-4e7f-876b-0b1e96ddf814,Old Wayshrine Key x1,,46201,0,0,0,0,0,0,preserve,,,
Ethan,3,a951718b-d0fa-4679-961b-efb806c234a5,Yellow Herb x1,,46200,0,0,0,0,0,0,,,,
Ethan,3,37849b90-5395-43c4-a11a-ad9dd79d8218,Flash Grenade x1,,46200,0,0,0,0,0,0,,,,
Ethan,3,1d851cfa-ecc2-43c6-94e7-f52afc688243,Hand Grenade x1,,46200,0,0,0,0,0,0,,,,
Ethan,3,8cc3596d-a368-4595-acb4-8ea72c4beb66,Hexagon Piece C x1,,46110,0,0,0,0,0,0,,,,
Ethan,4,b1900d7e-963c-40b2-894b-8a9b219a9f0a,Red9 x5,chest,46100,0,0,0,0,0,0,,weapon treasure,,
Ethan,3,5116e358-571b-4583-b0f3-67844119fee4,Gold Bar (L) x1,,46100,0,0,0,0,0,0,,,,
Ethan,3,bbceba06-29d7-4d6c-b086-fc3258759052,Blasphemer's Head x1,,46100,0,0,0,0,0,0,preserve,,,
Ethan,3,82f8a752-986f-43f5-9baf-32ce0f895f74,Rifle Ammo x2,,46110,0,0,0,0,0,0,,,,
Ethan,3,687dbcd5-8676-497d-b275-7d2a3393cf5d,Apostate's Head x1,,46200,0,0,0,0,0,0,preserve,,,
Ethan,3,b7e52462-cfc7-4c0b-8b5c-11ff2aa92072,Hexagon Piece A x1,,46210,0,0,0,0,0,0,preserve,,,
Ethan,3,e006b64a-2f86-4d40-9df0-5b1cf294763e,Handgun Ammo x10,,46111,0,0,0,0,0,0,,,,
Ethan,3,936c3bfb-4af3-4271-88cf-45f00f57a675,Brass Pocket Watch x1,smallkey,46210,0,0,0,0,0,0,,treasure,,
Ethan,4,93f90f71-2757-487d-af43-8764d4bacd2e,Splendid Bangle x1,key,45300,0,0,0,0,0,0,,treasure,,
Ethan,3,348cfb43-4eda-4535-8351-e6a53e9db0ac,Ruby x1,,46110,0,0,0,0,0,0,,,,
Ethan,4,eca0aa37-e0d9-4f04-9e04-24c1e58486cc,Alexandrite x1,chest,46100,0,0,0,0,0,0,,,,
Ethan,3,98470ac3-e051-4782-8407-c3b7e04e2855,Velvet Blue x1,,46100,0,0,0,0,0,0,,,,
Ethan,3,c9b672e1-3e8e-49cd-8ff9-533e0b7f57be,Velvet Blue x1,,46200,0,0,0,0,0,0,,,,
Ethan,3,f52e1075-53c8-49fa-b93a-55c4a19f1461,Silver Token x1,,46200,0,0,0,0,0,0,dlc,,,
Ethan,3,8de2b01c-e6fc-44ad-b672-e0e5885cfb59,Ruby x1,,46110,0,0,0,0,0,0,dlc,,,
Ethan,6,637d8990-fadf-4f94-83f8-8b217cd3fb0c,Handgun Ammo x30,,47410,0,0,0,0,0,0,,,,
Ethan,6,d46bfe88-aed2-45d8-8bcd-194cd1a1375a,Green Herb x1,,47410,0,0,0,0,0,0,,,,
Ethan,6,23f180dc-3451-40f8-b1c0-be0a387601ca,Flash Grenade x1,,47410,0,0,0,0,0,0,,,,
Ethan,6,f0ad8ef6-fd64-45a7-a6c2-67e3b917d1ef,Red Herb x1,,47410,0,0,0,0,0,0,,,,
Ethan,6,43b85f52-ad59-4a67-9f11-35925ea0f284,Handgun Ammo x16,,47410,0,0,0,0,0,0,,,,
Ethan,6,02676d58-d55e-4c45-b120-9ff848d60bf5,Méndez's False Eye x1,boss,47410,0,0,0,0,0,0,,treasure weapon,,
Ethan,6,927f37d5-8085-4793-912b-8d03262d3290,Kitchen Knife x1,,47410,0,0,0,0,0,0,,,,
Ethan,6,b4193850-9562-4178-b57d-c9de191908c8,Resources (Small) x1,,47100,0,0,0,0,0,0,,,,
Ethan,6,957aaa45-dc06-46a6-833c-349b9ce4b19d,Resource (Large) x1,,47101,0,0,0,0,0,0,,,,
Ethan,6,791be4b1-590d-40c0-8e6a-e293c111c971,Rifle Ammo x5,,47100,0,0,0,0,0,0,,,,
Ethan,6,1283e04d-9864-4bef-a4b9-ebadfee44cd6,Shotgun Shells x3,,47100,0,0,0,0,0,0,,,,
Ethan,6,5e4dc33a-67dc-4391-97c0-291714c27ff4,Yellow Diamond x1,chest,47101,0,0,0,0,0,0,,treasure,,
Ethan,6,af2bd380-4f62-4a42-9fbc-fb146d8dfb02,Hand Grenade x1,,47101,0,0,0,0,0,0,,,,
Ethan,6,e4edc52f-3143-430a-b6d0-4ba430b87715,Red Beryl x1,,47100,0,0,0,0,0,0,dlc,,,
Ethan,6,fc8efafc-3f18-42dd-8b1c-0ac77fd95036,Checkpoint Crank x1,,47200,0,0,0,0,0,0,,,,
Ethan,6,b85fb10f-1e44-406a-9cbd-1e3ce95a6be4,First Aid Spray x1,,47210,0,0,0,0,0,0,,,,
Ethan,6,f7f13545-41ce-4f02-aab4-bac69b61fe1e,Handgun Ammo x10,,47200,0,0,0,0,0,0,,,,
Ethan,6,f3cc617a-ae89-4a76-a2eb-3709c6de32f1,Submachine Gun Ammo x30,,47200,0,0,0,0,0,0,,,,
Ethan,6,6864ecd8-d923-4be2-83ae-5890d425b77b,Green Herb x1,,47210,0,0,0,0,0,0,,,,
Ethan,6,e9449beb-3d4c-4910-b9c7-3111a4d83d55,Shotgun Shells x3,,47200,0,0,0,0,0,0,,,,
Ethan,6,b2d9b273-b9ea-423d-8c74-6112f5be792a,Rifle Ammo x4,,47200,0,0,0,0,0,0,,,,
Ethan,6,e8b132b2-3657-4a1d-9743-6426cf34f86b,Yellow Herb x1,,47200,0,0,0,0,0,0,,,,
Ethan,6,de615cea-505e-41e6-ac91-f9543a447c6b,Spinel x1,,47200,0,0,0,0,0,0,dlc,,,
Ethan,6,2dd8ddd4-f1f3-4512-b269-94a36fdaca55,Shotgun Shells x3,,47211,0,0,0,0,0,0,,,,
Ethan,6,f0b232f8-f835-4b5e-a22f-7ff3b957c8e5,Handgun Ammo x10,,47211,0,0,0,0,0,0,,,,
Ethan,6,1a4ae09e-7c35-4389-9f53-e0d0c44d9e67,Flash Grenade x1,,47211,0,0,0,0,0,0,,,,
Ethan,6,531f8752-ad6c-4b73-89f3-f0d3b645f8bc,Flash Grenade x1,,47300,0,0,0,0,0,0,,,,
Ethan,6,eace32b0-02c1-45ac-ac31-25be7549505a,Gunpowder x5,,47211,0,0,0,0,0,0,,,,
Ethan,6,1d1e60bd-99cb-4ea5-abb2-242504385224,Chalice of Atonement x1,chest,47102,0,0,0,0,0,0,,treasure,,
Ethan,6,c80a1e86-1d63-4aa9-a769-04a9e0ff9c06,Elegant Headdress x1,key,47200,0,0,0,0,0,0,,treasure,,
Ethan,6,2499180c-bb03-4afe-a2d5-d0eb76d150cf,Emerald x1,,47401,0,0,0,0,0,0,,,,
Ethan,6,18bf2d8e-e85e-4ea0-8559-e652186d816f,Red x1,,47401,0,0,0,0,0,0,dlc,,,
Ethan,6,91e6dc7e-1a5b-42dc-9016-f6e39a5b0b16,Gold Token x1,,47401,0,0,0,0,0,0,dlc,,,
Ethan,7,fcb1f650-ebc0-4bcc-9144-e9ea4832a263,Vintage Compass x1,chest,50200,0,0,0,0,0,0,,treasure,,
Ethan,7,a041f433-1a49-4d2c-9424-0a1722602474,Elegant Bangle x1,chest,50300,0,0,0,0,0,0,,treasure,,
Ethan,7,25b84ff3-340c-4250-be49-e33dd33afde7,Ruby x1,,50500,0,0,0,0,0,0,,,,
Ethan,7,1c52a7f7-417b-453c-b724-4948ae1fe663,Spinel x1,,50504,0,0,0,0,0,0,,,,
