IsExtra,Tags,Comment,Id,Enabled,StackNum,EasyNum,HardNum,Difficulty,Chapter,Guid,SaveGuid,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,GameObjectName,SceneFile,Mesh,Material,Dlc
TRUE,random,Ship Kitchen,,TRUE,1,1,1,,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,69.799,26.357,20.589,,,,,,natives/stm/environment/scene/chapter4/c04_ship2fkitchenpast.scn.20,,,
TRUE,crate,Ship B2 Corridor,,TRUE,1,1,1,,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,101.745,6.796,-4.814,,,,,,natives/stm/environment/scene/chapter4/c04_shipb2corridor04past.scn.20,,,
TRUE,random,Wrecked Ship B1 Workshop,,TRUE,1,1,1,,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,70.749,14.4,36.093,,,,,,natives/stm/environment/scene/chapter4/c04_shipb1workshop.scn.20,,,
TRUE,random,Wrecked Ship Entrance,,TRUE,1,1,1,,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,68.458,4.7,35.71,,,,,,natives/stm/environment/scene/chapter4/c04_shipb1outside01.scn.20,,,
TRUE,random,Post-Jack 3 Bridges,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,122.686,-3.762,89.353,,,,,,natives/stm/environment/scene/chapter3/c03_boat1fbridge02.scn.20,,,
TRUE,crate,Pre-Jack 3 Bridges,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,34.27,-1.054,48.007,,,,,,natives/stm/environment/scene/chapter3/c03_boat1fbridge01.scn.20,,,
TRUE,,Testing Area Safe Room,SyntheticDetergent,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,37.435,0.251,31.71,,,,,,natives/stm/environment/scene/chapter3/c03_leftarea1fmonitorroom.scn.20,,,
TRUE,crate fake,Testing Area Corridor,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,44.513,4.028,18.604,,,,,,natives/stm/environment/scene/chapter3/c03_leftarea2fhallway.scn.20,,,
TRUE,crate fake,Testing Area Corridor,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,51.256,4.028,29.129,,,,,,natives/stm/environment/scene/chapter3/c03_leftarea2fhallway.scn.20,,,
TRUE,crate,Testing Area TV Room,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,39.21,4.01,21.158,,,,,,natives/stm/environment/scene/chapter3/c03_leftarea2ftvroom.scn.20,,,
TRUE,random,Old House Study Room,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-15.902,1.857,78.863,,,,,,natives/stm/environment/scene/chapter3/c03_oldhouse2fstudy01.scn.20,,,
TRUE,random,Old House Marge Yard,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,38.607,-2.361,83.115,,,,,,natives/stm/environment/scene/chapter3/c03_gh1flowerroom01.scn.20,,,
TRUE,crate fake,Old House Marge Trigger,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,23.339,-0.968,84.708,,,,,,natives/stm/environment/scene/chapter3/c03_gh1fstairs01.scn.20,,,
TRUE,random,Old House Underground Tunnel,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,2.186,-4.376,87.344,,,,,,natives/stm/environment/scene/chapter3/c03_oldhouse1funderfloor01.scn.20,,,
TRUE,crate,Old House Safe Room,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-2.99,-2.854,96.78,,,,,,natives/stm/environment/scene/chapter3/c03_oldhousesaferoom01.scn.20,,,
TRUE,random,Old House Entrance,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-19.923,-1.745,74.867,,,,,,natives/stm/environment/scene/chapter3/c03_oldhouse1fentrance01.scn.20,,,
TRUE,crate,Zoe's Trailer,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-0.183,0.634,-1.723,,,,,,natives/stm/environment/scene/chapter3/c03_trailerhouse.scn.20,,,
TRUE,random,1F Outside Terrace,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,21.86,0,14.738,,,,,,natives/stm/environment/scene/chapter3/c03_mainhousoutsideterrace1f.scn.20,,,
TRUE,random,Jack 2,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-0.458,-7.806,14.908,,,,,,natives/stm/environment/scene/chapter3/c03_rightareab1ffreezer.scn.20,,,
TRUE,crate,Morgue,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-28.296,-5.238,15.126,,,,,,natives/stm/environment/scene/chapter3/c03_rightareab1fmorgue.scn.20,,,
TRUE,crate,Molded Creation Room,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-33.104,-5.915,-1.049,,,,,,natives/stm/environment/scene/chapter3/c03_rightareab1fmoldedcreationroom.scn.20,,,
TRUE,random,Main Hall,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-8.54,0.4,1.13,,,,,,natives/stm/environment/scene/chapter3/c03_mainhousehall.scn.20,,,
TRUE,crate fake,Laundry Room,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,28.1,0,9.74,,,,,,natives/stm/environment/scene/chapter3/c03_mainhouse1fpantry.scn.20,,,
TRUE,random,Pantry,,TRUE,1,1,1,,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,10.2,-1.2,11.05,,,,,,natives/stm/environment/scene/chapter3/c03_mainhouse1fpantry.scn.20,,,
TRUE,random,Dinner Table,,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,20.34,0.855,2.524,,,,,,natives/stm/environment/scene/chapter3/c03_mainhouse1fldk.scn.20,,,
TRUE,crate,Basement,,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-1.07,-7,13.09,,,,,,natives/stm/environment/scene/chapter1/c01_b1g.scn.20,,,
TRUE,random,Mia's Cell,,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,13.7,-6.8,6.45,,,,,,natives/stm/environment/scene/chapter1/c01_b1f.scn.20,,,
TRUE,extra_ingredient,"Spawn, Extra Ingredients",AlloyClay,TRUE,2,2,2,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-49.15,4.88,110.3,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
TRUE,extra_ingredient,"Spawn, Extra Ingredients",Magnesium,TRUE,2,2,2,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-49.93,4.88,110.3,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
TRUE,extra_ingredient,"Spawn, Extra Ingredients",SyntheticDetergent,TRUE,2,2,2,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-48.32,4.88,110.3,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
TRUE,crate not_fake,Spawn,,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-47.54,4.91,114.15,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
TRUE,crate fake,Spawn,,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-48.08,4.91,112.6,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
TRUE,random,Before Guest House entrance,,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-1.758571,-0.187583,-7.806501,,,,,,natives/stm/environment/scene/chapter1/c01_outside11.scn.20,,,
FALSE,crate fake debug,Spawn (Debugging),,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-42.79,5.03,99.58,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
FALSE,crate fake debug,Spawn (Debugging),,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-48.82,4.89,112.05,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
FALSE,crate not_fake debug,Spawn (Debugging),,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-47,5,115,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
FALSE,crate not_fake debug,Spawn (Debugging),,TRUE,1,1,1,,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,-49.17,4.89,106.12,,,,,,natives/stm/environment/scene/chapter1/c01_outside02.scn.20,,,
FALSE,,,ChainCutter,TRUE,1,-1,-1,,1,1a17da81-3f83-47a1-ac82-ead889f829fc,011caddd-eba6-4b71-ab02-3254071e7a70,5.90221,-5.914047,11.76565,9.81E-09,0.4787943,-5.35E-09,0.8779271,ChainCutter,natives/stm/environment/scene/chapter1/c01_b1f.scn.20,Weapon/wp1100_chaincutter/wp1100_chaincutter.mesh,Weapon/wp1100_chaincutter/wp1100.mdf2,
FALSE,,,ChainCutter,TRUE,1,-1,-1,,1,8bc66e64-5444-4fc1-9dff-22492ba794e8,c1d2dc40-1b6c-038e-3ca0-2c793b406f45,0,0,0,1.86E-09,0,0,1,ChainCutter,natives/stm/environment/scene/chapter1/c01_b1f.scn.20,Weapon/wp1100_chaincutter/wp1100_chaincutter.mesh,Weapon/wp1100_chaincutter/wp1100.mdf2,
FALSE,,,ChainCutter,TRUE,1,-1,-1,,1,19103e0b-1c90-4843-bb7d-88c105614d28,53048c2f-53b8-040c-1a22-86f11586b685,0,0,0,1.86E-09,0,0,1,ChainCutter,natives/stm/environment/scene/ff000/c01_corridor01.scn.20,Weapon/wp1100_chaincutter/wp1100_chaincutter.mesh,Weapon/wp1100_chaincutter/wp1100.mdf2,
FALSE,,,3CrestKeyC,TRUE,1,-1,-1,,7,301caf06-67b8-0645-11a1-faadce741e7d,281e5888-7f94-40a9-aa4c-1c8f5cea6995,0,0,0,0,0,0,1,sm2011_TripleCrest01C_DetailSearchItem,natives/stm/scenes/birthday/stage3/copyasset/c03_rightareab1ffreezer/c03_rightareab1ffreezer.scn.20,Props/sm2011_TripleCrest01C/sm2011_TripleCrest01C.mesh,Props/sm2011_TripleCrest01C/sm2011_TripleCrest01C_IDS.mdf2,Jacks55thBirthday
FALSE,,,ChainCutter,TRUE,1,-1,-1,,1,12d42d0d-fd9b-404f-91d8-53d56f6f57e6,58c09f29-b2b3-0c00-3087-5de57f88ac4b,0,0,0,1.86E-09,0,0,1,ChainCutter,natives/stm/environment/scene/chapter1/c01_corridor01.scn.20,Weapon/wp1100_chaincutter/wp1100_chaincutter.mesh,Weapon/wp1100_chaincutter/wp1100.mdf2,
FALSE,,,Coin,TRUE,1,-1,-1,,1,81135149-1f08-4801-ad60-21490a31bd28,3e8a4841-4184-084e-196b-ab5d975c001a,0.4047012,0.6474974,0.02703667,0,0,0,1,sm2164_Coin01A_DetailSearchItem,natives/stm/environment/scene/chapter1/c01_kitchen01.scn.20,Props/sm2164_Coin01A/sm2164_Coin01A.mesh,Props/sm2164_Coin01A/sm2164_Coin01A.mdf2,
FALSE,,,CylinderKey,TRUE,1,-1,-1,,1,b8bdd9a6-6318-4870-80ca-628de98e3fc3,a562949e-7091-0a5b-15ba-ab34fbc181cd,1.859375,-0.1773561,-14.96918,0,0,-0.7369633,0.6759328,sm1796_KeyPick01A_DetailSearchItem,natives/stm/environment/scene/ff000/c01_outside11.scn.20,Props/sm1796_KeyPick01A/sm1796_KeyPick01A.mesh,Props/sm1796_KeyPick01A/sm1796_KeyPick01A.mdf2,
FALSE,,,FoundFootage000,TRUE,1,-1,-1,,1,63ebd00b-3ef7-4613-a81d-746d7bb80b83,48798edb-3a54-4021-9a46-f13e1b2524eb,7.957742,4.372462,7.757561,2.54E-08,-0.6640995,1.09E-08,0.7476442,sm0584_Videotape01C_DetailSearchItem,natives/stm/environment/scene/chapter1/c01_2f.scn.20,Props/sm0584_Videotape01C/sm0584_Videotape01C.mesh,Props/sm0584_Videotape01C/sm0584_Videotape01C_IDS.mdf2,
FALSE,,,Fuse,TRUE,1,-1,-1,,1,b116eb16-c4c5-4d43-8901-044ec9dccbcf,f57355ce-025c-4999-a2f9-6ecd76fe4d88,19.25832,1.07,20.64331,0.704416,0.7044161,-0.06162842,-0.06162833,sm0246_Fuse01A_DetailSearchItem,natives/stm/environment/scene/chapter1/c01_corridor01.scn.20,Props/sm0246_Fuse01A/sm0246_Fuse01A.mesh,Props/sm0246_Fuse01A/sm0246_Fuse01A_IDS.mdf2,
FALSE,,,HandAxe,TRUE,1,-1,-1,,1,fc627708-6cf7-4bd0-bfcd-2ddaf3e9cac6,6e3486f0-4c8b-4d06-9667-594a5fa8acd5,-0.3100831,0.04913004,5.125721,0.6567771,-0.5804121,-0.4023877,0.2642908,wp0040_Axe_Get,natives/stm/environment/scene/chapter1/c01_storeroom01.scn.20,Weapon/wp0040_axe/wp0040_axe.mesh,Weapon/wp0040_axe/wp0040.mdf2,
FALSE,,,HandCutOff,TRUE,1,-1,-1,,1,13d8e6d2-5b92-48be-8c4c-49e7a331e27a,5fe7aa4b-2add-43cb-98a9-02c6098c446e,3.6006,0.0367,13.1847,-0.5919955,0.09348784,0.7979916,-0.06333104,sm1649_EthanLHand_DetailSearchItem,natives/stm/environment/scene/chapter1/c01_corridor02.scn.20,Props/sm1649_EthanLHand/sm1649_EthanLHand.mesh,Props/sm1649_EthanLHand/sm1649_EthanLHand_IDS.mdf2,
FALSE,,,Handgun_M19,TRUE,1,-1,-1,,1,b09f6174-47f2-4851-acc3-3106d0902bfa,f4cc3e57-ebe7-0e07-12a2-247cc705aaca,12.4,7.30242,11.93351,1.07E-11,-0.7072288,1.07E-11,0.7069847,wp1010_Handgun_GetEvent,natives/stm/environment/scene/chapter1/c01_3f.scn.20,Weapon/wp1010_Handgun/wp1010_Handgun.mesh,Weapon/wp1010_Handgun/wp1010.mdf2,
FALSE,,,HandgunBullet,TRUE,7,-1,-1,,1,3bf47752-958f-4c78-ba12-409fd2667e9f,f5edb992-28ad-4a90-a906-e226db1d9339,18.32925,7.300411,17.12025,0,0.3346591,0,0.9423393,wp1011_HandgunBullet_Get,natives/stm/environment/scene/chapter1/c01_3f.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,20,-1,-1,,1,992b27d9-6def-40a9-916f-0682cc997f5b,12dca7d0-5daf-4428-8977-c01153233607,7.872635,7.302908,7.620432,0,0.3346591,0,0.9423393,wp1011_HandgunBullet_Get,natives/stm/environment/scene/chapter1/c01_3f.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,AcidBulletS,TRUE,1,-1,-1,,7,333b85d2-5c3c-4b8e-bbac-423c3d34c285,caccdc00-a63d-08b5-3043-008c46c1016e,10.54079,2.167413,5.233411,0.03370769,0.7061808,0.7064249,-0.03371002,wp1112_AcidBullet_Get,natives/stm/scenes/birthday/stage3/stage3_setb.scn.20,Weapon/wp1112_AcidBullet/wp1112_AcidBullet.mesh,Weapon/wp1112_AcidBullet/wp1112.mdf2,Jacks55thBirthday
FALSE,,,HandgunBullet,TRUE,5,-1,-1,,1,8ee4e551-59e4-46ed-968c-afa303373243,215f3b24-fa75-4726-bc6b-59aeb04385b9,12.27059,7.300592,11.18672,0,0.3346591,0,0.9423393,wp1011_HandgunBullet_Get,natives/stm/environment/scene/chapter1/c01_3f.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,1,7a739431-058b-4092-83ef-c998ff65f741,7be004c8-1d01-0e54-37dd-dc3481d15213,8.63605,7.015695,16.61349,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter1/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,AlbertHandgunBullet,TRUE,16,-1,-1,Normal,8,39ffeb90-e309-4be4-b134-49b7a8b9aac3,20c7ea8f-e9a4-0415-04a0-b00d0292816d,-29.55566,-88.05006,-239.2715,-0.03060316,-0.2566757,0.03948085,0.9652058,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_storage04/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,10,-1,-1,,8,62885080-8612-449a-9c5d-ac94e0535b61,7bb0519f-8cbf-0b6b-29c9-552e4a7870cf,0,0,0,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/scenes/residentweapons.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,1,-1,-1,,8,87a7cfa3-9a83-441a-b490-810d0fd4a690,278e84c9-1520-0ea6-13cb-6fd0dcf9d5f6,0,0,0,0,0,0,1,wp1011_HandgunBullet_Item,natives/stm/ch8/scenes/residentweapons.scn.20,,,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,20,-1,-1,Normal,8,8c48c8be-b70d-4c8b-b83e-0f456ece3734,9570c9a1-bda0-037a-0daa-f6ffc4e51c9a,100.9218,-72.58045,-78.82283,0,0.137667,0,0.9904786,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_bossroom01/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,5,-1,-1,Madhouse,8,023b8794-53d5-417f-a785-8b32eeb06d3b,1b03868b-5978-0e8e-1211-7288449b4695,138.2634,-75.91707,-238.8097,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_trainpassage03/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,4,-1,-1,Normal,8,2aed110d-5003-4f0f-88f4-ecbf1452a108,33d51012-5aae-00fe-3d60-1505be798aa6,40.28527,-74.9889,-171.0679,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_mine01/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,4,-1,-1,Normal,8,ce0cd7d0-42bc-4b80-a570-41f7d179f911,d734d6cf-4811-0471-10e4-b84d7b52d2bf,48.06045,-75.49226,-177.4614,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_mine01/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,10,-1,-1,,8,2303b869-56ed-4f0b-818b-0f6025ef2be0,3a3bb976-5c40-00fa-341f-f6da8fc4004e,0,0,0,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/scenes/itemset_resident.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,4,-1,-1,Madhouse,8,01362774-8d8a-425a-9d8e-e4c8f5a1f02c,af9dc606-42bf-4e46-b562-a212aec3f7f7,111.1459,-72.60686,-125.4004,0,-0.325302,0,0.9456102,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_labopassage03/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,4,-1,-1,Madhouse,8,8ee6a8cb-7265-461b-a8e0-cc37d824457a,3a452c4b-91ef-4173-8ba7-fa895bd56efe,101.3903,-72.45412,-140.2734,0,-0.325302,0,0.9456102,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_labopassage03/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,3,-1,-1,Normal,8,3b74b6a0-b397-4550-b245-bb492b1259bf,224cb7bf-b93a-0aa1-07d1-42f381397211,57.40741,-76.73417,-161.8088,0.06045907,-0.07928997,-0.4325328,0.8960877,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_miningpassage01/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,4,-1,-1,Madhouse,8,b3593149-eefe-40d6-a972-d95751af9318,057c8165-5ebf-4549-a312-75ca82fbfa09,135.8205,-75.62833,-213.6835,0,0.109841,0,0.9939492,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_train03/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,4,-1,-1,Madhouse,8,ddade19a-3f93-4eac-9684-d15b7dd954ff,c495e085-353e-015d-2310-28e1d7f27f51,128.2643,-75.6202,-209.5688,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_train03/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,6,-1,-1,Normal,8,86a1282a-e8bb-43a0-a65e-54ce9c6e9d5a,9f992935-e216-0c51-13ca-ad743645b6f4,131.6339,-72.51262,-121.3302,0,-0.2206356,0,0.9753563,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_labo02/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,10,-1,-1,Madhouse,8,7e19e2b7-51a1-4981-a894-1c49c91d2ffb,a85a6516-53fe-4143-a50c-f8b269d3c559,100.8944,-72.57979,-79.04675,0,0.4704963,0,0.8824019,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_bossroom01/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,3,-1,-1,Normal,8,751175c9-f895-471d-b14d-c5ac937ced46,cb388aa4-c3e8-4326-9480-8d3fc9cd2902,9.651147,-70.04778,-107.881,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_miningdome01/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
FALSE,,,AlbertHandgunBullet,TRUE,3,-1,-1,Normal,8,22f612b9-374b-405d-b0fe-f61315e09c49,3bce13a6-3de6-0fac-056a-0fa9bfcbb7e7,17.04137,-70.24956,-88.56215,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_miningdome01/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,NotAHero
