EnemyID,Name,Tags,Comment,Enabled,Dlc,IsSpawnInfo,Chapter,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,Guid,SceneFile
Em3000,Jack Baker (Stalker),prefab,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,f2d6f487-1e39-0368-059a-aed677542432,natives/stm/scenes/enemy/em3000.scn.20
Em3000,Jack Baker (Stalker),prefab,,FALSE,,FALSE,-1,0,0,0,0,0,0,1,b4f7d696-db60-4c74-ab89-4bfeea04c536,natives/stm/scenes/enemy/em3000.scn.20
Em5400,Flying Bug,prefab,,TRUE,,TRUE,-1,0.0743,0.1476,-0.0998,-0.7071068,0,0,0.7071068,18be7a1b-3cb4-0d98-0d36-50f5048d9080,natives/stm/scenes/enemy/em5511.scn.20
Em5400,Flying Bug,prefab,,TRUE,,TRUE,-1,0.0743,0.1476,-0.0998,-0.7071068,0,0,0.7071068,408fa211-2ba5-0cc4-1868-7cd613815570,natives/stm/scenes/enemy/em5511.scn.20
Em5400,Flying Bug,prefab,,TRUE,,TRUE,-1,0.0743,0.1476,-0.0998,-0.7071068,0,0,0.7071068,710cc0e1-220c-0739-309a-0dcbc67dfe11,natives/stm/scenes/enemy/em5511.scn.20
Em3000,Jack Baker (Stalker),exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,347cea96-aabb-42c6-8dac-8624c9f5e7a6,natives/stm/scenes/chapter/ff000/enemy_ff000.scn.20
Em3000,Jack Baker (Stalker),exclude,,FALSE,,FALSE,-1,0,0,0,0,0,0,1,17bb77f0-d493-4970-9611-06fdd9ab9942,natives/stm/scenes/chapter/ff000/enemy_ff000.scn.20
Em4100,Molded (4-Legged),prefab,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,bac9b682-fbbd-4333-b684-642daeb4bbca,natives/stm/scenes/enemy/em4100.scn.20
Em3300,Eveline (Elderly),prefab,,TRUE,,FALSE,-1,0.0112,0,-0.0341,0,0,0,1,d8681e11-79c1-0471-3261-f9bfd7da024b,natives/stm/scenes/enemy/em3300.scn.20
Em3300,Eveline (Elderly),prefab,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,814fb354-6d98-088f-15a6-f1875e3d9325,natives/stm/scenes/enemy/em3300.scn.20
Em3300,Eveline (Elderly),prefab,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,9bce0e2b-0dec-079f-329d-a3626af56c33,natives/stm/scenes/enemy/em3300.scn.20
Em3300,Eveline (Elderly),prefab,,FALSE,,FALSE,-1,0,0,0,0,0,0,1,d40a558e-d7ec-4808-8561-67077cd6eee1,natives/stm/scenes/enemy/em3300.scn.20
Em5400,Flying Bug,prefab,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,aee2fddb-c0da-47b9-9add-d4a5f22440cd,natives/stm/scenes/enemy/em5400.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,-1,0,0,0,0,0,0,1,a99764d6-f8ed-0815-389b-e43be86160c2,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,b6a04a10-168f-4670-91f2-d24a6bc99f4d,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,f8893118-5ea4-4349-b9fe-c3514aa1d933,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,2cce12d5-fc90-4c41-a25d-1782df421cfc,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,-1,-24.26,-1.35,49.92,0,1,0,-4.37E-08,8d12ad02-36b3-4586-8117-80c2a5f35d33,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em3100,Marguerite Baker (Stalker),exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,dc45f05d-f19d-4e31-802e-c3809c5088ef,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em3100,Marguerite Baker (Stalker),exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,41648477-d4ca-434b-8cb5-b7aa3e80a0e4,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em3100,Marguerite Baker (Stalker),exclude,,FALSE,,FALSE,-1,-6.229567,3.272345,30.44056,0,-0.5118803,0,0.8590568,8f4f25c0-a05f-42d4-aa43-4b32505ac636,natives/stm/scenes/chapter/ff030/enemy_ff030.scn.20
Em2000,Mia Winters,prefab exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,43fd89b2-1b45-0320-067e-c9ec749d70d3,natives/stm/scenes/enemy/em2000.scn.20
Em2000,Mia Winters,prefab exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,39de3ba7-36fb-0df2-26e8-b578286a633d,natives/stm/scenes/enemy/em2000.scn.20
Em2000,Mia Winters,prefab exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,576e4729-cbf2-094a-1c98-56ab0f1f756d,natives/stm/scenes/enemy/em2000.scn.20
Em2000,Mia Winters,prefab exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,71e3e03e-3932-4928-8b29-2377ddc36d1d,natives/stm/scenes/enemy/em2000.scn.20
Em8900,Eveline (Final Boss),prefab exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,5779d6f9-c3bb-0874-2900-bd8e19b379d7,natives/stm/scenes/enemy/em8940.scn.20
Em8900,Eveline (Final Boss),prefab exclude,,TRUE,,FALSE,-1,0,0,0,0,0,0,1,6b5d8945-05f5-463e-ae05-167804d1d4f5,natives/stm/scenes/enemy/em8940.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,0,0,0,0,0,0,0,1,1a780b8f-77a1-061d-1ed4-f3031ede59fb,natives/stm/scenes/chapter/chapter0/enemy_c00.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,0,0,0,0,0,0,0,1,90d9acb4-78aa-06f6-33fc-eb48f5bb2674,natives/stm/scenes/chapter/chapter0/enemy_c00.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,0,0,0,0,0,0,0,1,a8eb803b-4622-021d-2f89-9f1f16ef284e,natives/stm/scenes/chapter/chapter0/enemy_c00.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,0,0,0,0,0,0,0,1,5ef261e2-f54b-05c7-0647-1320fdacf84b,natives/stm/scenes/chapter/chapter0/enemy_c00.scn.20
Em3300,Eveline (Elderly),exclude,,TRUE,,FALSE,4,-78.1392,-16.22674,-107.1828,0,0.8737593,0,0.4863586,1211fded-0c90-4cda-9011-1d69e6ae5885,natives/stm/environment/scene/chapter4/c04_c01b1i.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,1,0,0,0,0,0,0,1,a06f891f-08f3-0c87-3319-5d96fef8fcf5,natives/stm/scenes/chapter/chapter123/enemy_c123_1.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,62a7096d-718b-48fb-8c35-e637a19ae2d5,natives/stm/scenes/chapter/chapter123/enemy_c123_1.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,93d4f6c6-15ed-42c4-818a-e4b2c168898f,natives/stm/scenes/chapter/chapter123/enemy_c123_1.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,a47f5a43-2305-45f7-bd80-1883fc928862,natives/stm/scenes/chapter/chapter123/enemy_c123_1.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,1,0,0,0,0,0,0,1,84ea40cb-c6ad-4114-8a95-396fb36ac104,natives/stm/scenes/chapter/chapter123/enemy_c123_1.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,f57c44fc-9240-06b8-15d4-e4c2273e57da,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,97ce66c0-4d02-0801-190b-86595be58905,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,3b963366-87f0-0396-0e06-2fc673ac8b90,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,f73d2073-75b6-06aa-2290-ebc704f29e05,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,1,0,0,0,0,0,0,1,2c3f1e42-ff6c-43ae-808c-0fd66f0a0fef,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em3000,Jack Baker (Stalker),exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,2e53c9bb-320e-446d-9ae1-2ad9079c1725,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em3000,Jack Baker (Stalker),exclude,,FALSE,,FALSE,1,0,0,0,0,0,0,1,412aca68-0ce5-40d7-aefa-30600d93aabb,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,0acf4636-6c5c-4e08-a62f-fc022b9fa932,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,aea1595f-1ca2-4cb8-a0e1-95ee5c204aec,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,c93f0fc0-21b9-439c-84a5-1157962f0fa9,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,1,13.18431,-6.769704,5.402276,0,0,0,1,ab84814c-5646-49c4-a2c9-f164eb0b2530,natives/stm/scenes/chapter/chapter1/enemy_c01.scn.20
Em3000,Jack Baker (Stalker),exclude,,TRUE,,FALSE,1,0,0,0,0,0,0,1,0ee6ee39-1e90-0121-0ef4-bd9846335034,natives/stm/scenes/chapter/chapter123.scn.20
Em3000,Jack Baker (Stalker),exclude,,FALSE,,FALSE,1,0,0,0,0,0,0,1,56dca977-999c-4025-a143-75ddd51806b2,natives/stm/scenes/chapter/chapter123.scn.20
Em4200,Molded (Fat),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,665509e3-2d1d-4bca-a1a4-d76f86870d97,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4200,Molded (Fat),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,9e572661-1264-4e53-8908-d08543c9e0df,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,7c326f67-b497-4378-9268-9539596035a6,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,a87e3f4d-b236-4084-86f8-6d76954208de,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,aaaae9ef-25b3-41c4-b636-dcd86b5b9a9c,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Blade),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,304b1b69-525c-0b79-17c2-8a2f1ba4ad00,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,3ce985c0-383e-4644-ae34-a25d3b63566e,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Blade),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,4944790a-9150-0cc8-2b10-a0e5ee042644,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,45e6e7a3-fb32-41f5-92e6-8897cec3dd2a,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Blade),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,edf0e034-c17d-0b02-225f-177026f3b9d3,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,e1527e9d-ab1f-463f-9ba9-3f02063442bd,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Blade),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,b0351f84-908e-0867-05e0-c73924c07b24,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,bc97812d-faec-455a-bc16-ef4b0407804a,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Blade),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,cf9af867-46f5-01bd-3b3e-cf7c4278ac22,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,c33866ce-2c97-4c80-82c8-e70e62bf574c,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4200,Molded (Fat),,,TRUE,,TRUE,3,66.58392,1.654855,-7.208063,-9.14E-08,0.7095742,-7.71E-08,0.7046307,7ae3d438-f9cb-49da-9a60-00435b946a59,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,87.44508,-1.512051,-1.474053,-8.32E-08,-0.7071068,1.86E-08,0.7071068,7f931e58-8105-443f-8766-d3e3fb0409a8,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,81.82984,-1.561183,-15.66643,1.86E-08,0.7071068,8.32E-08,0.7071068,285c1d95-9f49-4c4f-976b-6951e8f08382,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,89.33091,0.05006433,-11.97865,7.20E-08,1,4.56E-08,-4.37E-08,74e81ae0-7130-4b8c-9239-5c22518eaa8e,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,81.69378,-1.515156,-15.74525,-1.44E-08,0.7623112,-8.44E-08,0.6472107,255776fa-b9e9-4072-a301-8184f6d4d946,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,85.2353,-1.515155,-8.081278,-8.37E-08,-0.6801165,1.81E-08,0.7331041,7b0cd325-6cdd-40da-8c31-aab810431116,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,87.077,-1.515157,-1.16463,-4.37E-08,0.4785061,-7.36E-08,0.8780842,be76fff6-c4ff-4a68-8ef8-f33c46c74b76,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,56.25236,-1.561545,9.681558,4.21E-08,0.9997827,-7.41E-08,0.02084886,bcb8cd4b-f060-448c-92d1-22d197444b82,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4200,Molded (Fat),,,TRUE,,TRUE,3,66.62206,1.674457,-6.354475,-9.14E-08,0.7095742,-7.71E-08,0.7046307,3d39aa00-a4f6-48ab-87f5-8f04dbfc13a5,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,26.14162,6.891918,5.523808,0,-0.7009279,0,0.7132322,0d18dc3d-1952-422e-bab7-aaa965de09d0,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,16.00341,-5.96E-07,1.553421,0,-0.04914226,0,0.9987918,09defc29-a2c1-4a41-8c0e-456260c7945e,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,-29.12204,-5.174902,20.2009,0,0.9987743,0,-0.04949676,14355921-6323-450f-9dc3-9c7f270d7eb9,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,-4.636197,-7.72529,1.551026,1.54E-08,-0.7799869,2.50E-08,0.6257959,35fc534c-7674-411e-8c9a-5495e7135481,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,-7.454295,-7.195544,0.701021,-8.70E-08,0.07421774,2.26E-09,0.997242,8299f033-5c16-4186-a042-8fdda42686c8,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,-8.324782,-5.249,13.75617,-4.47E-08,0.9997295,-4.47E-08,0.02325847,b6e25790-40c8-4712-b0ee-3728e1968dd3,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,2.341095,-7.049254,-2.077188,0,-0.7032006,0,0.7109916,4810a538-c94b-48d0-8cf6-38672cd7cfc6,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,-21.8091,-5.139706,15.62793,0,-0.7206436,0,0.6933057,eaefae98-79f3-45ff-87d9-d7b4da9b471a,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,-28.51532,-5.2375,22.48519,0,0.9720624,0,0.2347225,16badbfd-9d01-42e5-8355-9abe1a3283dc,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,-33.77054,-5.249998,13.7914,0,0.9453395,0,-0.3260878,86c01dcc-b12f-4363-afbe-ce6061ab9371,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,-23.2178,-2.2,16.78831,-1.44E-09,0.9998237,3.08E-11,-0.01877336,2cf68019-2c6f-42eb-9ad6-a1984bc5d4ce,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Blade),,,TRUE,,TRUE,3,-0.3349562,1.19E-07,-2.801721,0,0.0005140343,0,0.9999999,ed59ee59-404c-4491-9057-0b9c82b94b87,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4000,Molded (Normal),,,TRUE,,TRUE,3,4.524119,4,10.46595,0,0.9133499,0,-0.4071757,ab77d472-ddba-4f18-8a6a-d7cb1b166000,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,20.52738,-2.143951,32.7624,-3.22E-08,0.9552024,-1.99E-08,-0.2959533,a1f2994c-f0c5-48ca-b34b-236f9ea1120f,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,9.397314,-1.411211,27.34175,0,0.9472282,0,-0.32056,52f126ef-a794-4928-b126-58e3075cca27,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em4100,Molded (4-Legged),,,TRUE,,TRUE,3,9.38677,-0.8031192,26.92769,1.41E-08,0.9349157,-5.51E-08,0.3548699,f0873263-24a2-4b98-84ea-b8cfbc8e0a6e,natives/stm/scenes/chapter/chapter3/chapter3_4/moldeads.scn.20
Em3000,Jack Baker (Stalker),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,653b603d-f896-488b-a17d-adcc3dc2ae01,natives/stm/scenes/chapter/chapter3/enemy_c03_1.scn.20
Em3000,Jack Baker (Stalker),,,FALSE,,FALSE,3,8.944028,0,7.934729,0,0,0,1,1e7f24ac-c891-4089-8252-7ade77898cbf,natives/stm/scenes/chapter/chapter3/enemy_c03_1.scn.20
Em8900,Eveline (Final Boss),exclude,,FALSE,,FALSE,3,0,0,0,0,0,0,1,4d37f2a9-cc18-40c5-a523-f62cc5c6415a,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em8900,Eveline (Final Boss),exclude,,FALSE,,FALSE,3,0,0,0,0,0,0,1,2a1ec670-b603-4528-8b6b-c75890f084c9,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em8900,Eveline (Final Boss),exclude,,FALSE,,FALSE,3,0,0,0,0,0,0,1,c7bdf684-5c0e-4520-aafb-203abd14550d,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,3,0,0,0,0,0,0,1,9d5f42e8-b6d9-0a8f-1d9a-735443be3589,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,3,0,0,0,0,0,0,1,04a9f93b-b28d-4c9a-aa4f-40a4fe2b258c,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,3,0,0,0,0,0,0,1,938b8ca5-9f11-43ee-afb4-e0ae02494e6c,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,3,0,0,0,0,0,0,1,9161672b-1a12-46ba-8322-cf3a7aea9f01,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,3,-177.1398,0.1239633,434.8698,0,0,0,1,b9da8b3c-7887-471c-a416-17ad0e2c0878,natives/stm/scenes/chapter/chapter324/enemy_c324.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,3,0,0,0,0,0,0,1,0cd027ba-d3f5-02be-1f6c-268eec346e7b,natives/stm/scenes/chapter/chapter3/enemy_c03_3.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,3,0,0,0,0,0,0,1,122bb5ce-50fb-4927-996d-dc9db7b174fb,natives/stm/scenes/chapter/chapter3/enemy_c03_3.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,3,0,0,0,0,0,0,1,141e0925-b221-4e89-9457-ca2cfb3208cf,natives/stm/scenes/chapter/chapter3/enemy_c03_3.scn.20
Em2000,Mia Winters,exclude,,TRUE,,FALSE,3,0,0,0,0,0,0,1,26455620-d81a-4ab0-a135-c44fd7bc70cc,natives/stm/scenes/chapter/chapter3/enemy_c03_3.scn.20
Em2000,Mia Winters,exclude,,FALSE,,FALSE,3,0,0,0,0,0,0,1,2855ee6e-1dab-4f2d-a6e0-4277a1a6538a,natives/stm/scenes/chapter/chapter3/enemy_c03_3.scn.20
Em3100,Marguerite Baker (Stalker),,,TRUE,,FALSE,3,0,0,0,0,0,0,1,f47c5ece-b57c-4d97-a7bd-5796b9fc7b89,natives/stm/scenes/chapter/chapter3/enemy_c03_3.scn.20
